REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
2026-02,2026,[02] February,"Aritao, Nueva Vizcaya",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"Aurora, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-02,2026,[02] February,"Bagabag, Nueva Vizcaya",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"Baggao, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Ballesteros, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Bambang, Nueva Vizcaya",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Benito Soliven, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Buguey, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Burgos, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-02,2026,[02] February,"Cabagan, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Cabarroguis, Quirino",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Camalaniugan, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"City of Ilagan, Isabela",[1] Live,[A] Live,1st,City,1st,R2,v1
2026-02,2026,[02] February,"Cordon, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-02,2026,[02] February,"Diadi, Nueva Vizcaya",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Diffun, Quirino",[1] Live,[A] Live,2nd,Mun,2nd,R2,with v1 v2
2026-02,2026,[02] February,"Dinapigue, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Divilacan, Isabela",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"Dupax del Norte, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-02,2026,[02] February,"Dupax del Sur, Nueva Vizcaya",[1] Live,[A] Live,2nd,Mun,2nd,R2,with v1 v2
2026-02,2026,[02] February,"Echague, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Enrile, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"City of Tacurong, Sultan Kudarat",[8] Withdraw,[D] Withdraw,4th,City,4th,R12,
2026-02,2026,[02] February,"Gamu, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-02,2026,[02] February,"Gattaran, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Glan, Sarangani",[6] With Concerns,[C] For Training/Others,1st,Mun,1st,R12,v1
2026-02,2026,[02] February,"Iguig, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Jones, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Kasibu, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Kayapa, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Lal-Lo, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Lasam, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Maddela, Quirino",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Mallig, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-02,2026,[02] February,"Nagtipunan, Quirino",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Naguilian, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-02,2026,[02] February,"Palanan, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Pamplona, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Malungon, Sarangani",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R12,
2026-02,2026,[02] February,"Peñablanca, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Piat, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Quezon, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Quezon, Nueva Vizcaya",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Ramon, Isabela",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"Saguday, Quirino",[1] Live,[A] Live,5th,Mun,5th,R2,with v1 v2
2026-02,2026,[02] February,"San Agustin, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"San Guillermo, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"San Isidro, Isabela",[1] Live,[A] Live,5th,Mun,5th,R2,with v1 v2
2026-02,2026,[02] February,"San Manuel, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"San Mariano, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"San Mateo, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,with v1 v2
2026-02,2026,[02] February,"Sanchez-Mira, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Santa Ana, Cagayan",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"Santa Fe, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Santa Maria, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Santa Praxedes, Cagayan",[1] Live,[A] Live,5th,Mun,5th,R2,v1
2026-02,2026,[02] February,"Santa Teresita, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Santo Niño, Cagayan",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"Santo Tomas, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Solana, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Tuao, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Tumauini, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Aliaga, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Anao, Tarlac",[1] Live,[A] Live,5th,Mun,5th,R3,v1
2026-02,2026,[02] February,"City of Surigao, Surigao del Norte",[8] Withdraw,[D] Withdraw,3rd,City,3rd,R13,
2026-02,2026,[02] February,"Apalit, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Arayat, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Bacolor, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Baler, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Bamban, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-02,2026,[02] February,"Bongabon, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Botolan, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Bustos, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-02,2026,[02] February,"Cabangan, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-02,2026,[02] February,"Cabiao, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-02,2026,[02] February,"Camiling, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Candaba, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-02,2026,[02] February,"Casiguran, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Castillejos, Zambales",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"City of Palayan, Nueva Ecija",[1] Live,[A] Live,5th,City,5th,R3,v1
2026-02,2026,[02] February,"City of San Jose Del Monte, Bulacan",[1] Live,[A] Live,1st,City,1st,R3,v1
2026-02,2026,[02] February,"Concepcion, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Cuyapo, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Dilasag, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Dinalungan, Aurora",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Dingalan, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Dipaculao, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Floridablanca, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Gabaldon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-02,2026,[02] February,"General Tinio, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Gerona, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Guagua, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Guimba, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-02,2026,[02] February,"La Paz, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-02,2026,[02] February,"Licab, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Limay, Bataan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Lupao, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Mabalacat City, Pampanga",[1] Live,[A] Live,3rd,City,3rd,R3,v1
2026-02,2026,[02] February,"Macabebe, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Magalang, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Maria Aurora, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Masantol, Pampanga",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Masinloc, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Mayantoc, Tarlac",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Mexico, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Minalin, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Burdeos, Quezon",[6] With Concerns,[C] For Training/Others,4th,Mun,4th,R4A,v2
2026-02,2026,[02] February,"Norzagaray, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Obando, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Orani, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Palauig, Zambales",[1] Live,[A] Live,3rd,Mun,3rd,R3,with v1 v2
2026-02,2026,[02] February,"Pandi, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Paniqui, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"City of Lucena, Quezon",[8] Withdraw,[D] Withdraw,2nd,City,2nd,R4A,
2026-02,2026,[02] February,"Cuenca, Batangas",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R4A,
2026-02,2026,[02] February,"Pantabangan, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Paombong, Bulacan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Pura, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-02,2026,[02] February,"Quezon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-02,2026,[02] February,"Rizal, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Samal, Bataan",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"San Antonio, Zambales",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"San Clemente, Tarlac",[1] Live,[A] Live,5th,Mun,5th,R3,with v1 v2
2026-02,2026,[02] February,"San Felipe, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"San Ildefonso, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"San Isidro, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"San Jose, Tarlac",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"San Luis, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-02,2026,[02] February,"San Luis, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"San Manuel, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-02,2026,[02] February,"San Marcelino, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"San Narciso, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Santa Ana, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Santa Ignacia, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-02,2026,[02] February,"Mulanay, Quezon",[2] UAT,[B] Developmental,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Santa Rita, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Santo Domingo, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Sasmuan, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Subic, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Talugtug, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Zaragoza, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,with v1 v2
2026-02,2026,[02] February,"Agoncillo, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Alabat, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"Alfonso, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Alitagtag, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Amadeo, Cavite",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Balayan, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Balete, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"San Andres, Quezon",[3] System Setup,[B] Developmental,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Buenavista, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"San Juan, Batangas",[2] UAT,[B] Developmental,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Calatagan, Batangas",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-02,2026,[02] February,"San Mateo, Rizal",[3] System Setup,[B] Developmental,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Calauag, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Calauan, Laguna",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-02,2026,[02] February,"Candelaria, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Cardona, Rizal",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Cavinti, Laguna",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Famy, Laguna",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"General Emilio Aguinaldo, Cavite",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"General Luna, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Teresa, Rizal",[3] System Setup,[B] Developmental,2nd,Mun,2nd,R4A,v2
2026-02,2026,[02] February,"General Nakar, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Guinayangan, Quezon",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Gumaca, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Indang, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Infanta, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Lemery, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Anda, Bohol",[8] Withdraw,[D] Withdraw,5th,Mun,5th,R7,
2026-02,2026,[02] February,"Lian, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Baclayon, Bohol",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R7,
2026-02,2026,[02] February,"Liliw, Laguna",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Balilihan, Bohol",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R7,
2026-02,2026,[02] February,"Lobo, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Lopez, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Candijay, Bohol",[6] With Concerns,[C] For Training/Others,4th,Mun,4th,R7,v1
2026-02,2026,[02] February,"Lumban, Laguna",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Mabini, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Magallanes, Cavite",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"City of Talisay, Cebu",[8] Withdraw,[D] Withdraw,3rd,City,3rd,R7,
2026-02,2026,[02] February,"Maragondon, Cavite",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Consolacion, Cebu",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R7,
2026-02,2026,[02] February,"Mataasnakahoy, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Mauban, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Cortes, Bohol",[2] UAT,[B] Developmental,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"Naic, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Noveleta, Cavite",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Padre Burgos, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Paete, Laguna",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Inabanga, Bohol",[8] Withdraw,[D] Withdraw,3rd,Mun,3rd,R7,
2026-02,2026,[02] February,"Panukulan, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Lila, Bohol",[8] Withdraw,[D] Withdraw,5th,Mun,5th,R7,
2026-02,2026,[02] February,"Loay, Bohol",[6] With Concerns,[C] For Training/Others,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"Perez, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"Pitogo, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Polillo, Quezon",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Quezon, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"Real, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Rizal, Laguna",[1] Live,[A] Live,5th,Mun,5th,R4A,with v1 v2
2026-02,2026,[02] February,"Rosario, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Sampaloc, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"San Antonio, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"San Luis, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Santa Fe, Cebu",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R7,
2026-02,2026,[02] February,"San Nicolas, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"San Pascual, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Santa Teresita, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"Siniloan, Laguna",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-02,2026,[02] February,"Taal, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Tanay, Rizal",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Tanza, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Taysan, Batangas",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-02,2026,[02] February,"Tuy, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Unisan, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Aborlan, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Babatngon, Leyte",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R8,
2026-02,2026,[02] February,"Abra De Ilog, Occidental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-02,2026,[02] February,"Alcantara, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Barugo, Leyte",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R8,
2026-02,2026,[02] February,"Baco, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Bansud, Oriental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-02,2026,[02] February,"Banton, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Bataraza, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Bongabong, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Brooke's Point, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Buenavista, Marinduque",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-02,2026,[02] February,"Bulalacao, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Busuanga, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Capoocan, Leyte",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R8,
2026-02,2026,[02] February,"Cagayancillo, Palawan",[1] Live,[A] Live,6th,Mun,6th,R4B,v1
2026-02,2026,[02] February,"Catarman, Northern Samar",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R8,
2026-02,2026,[02] February,"Cajidiocan, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-02,2026,[02] February,"Calatrava, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Calintaan, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Coron, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Culion, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"El Nido, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Ferrol, Romblon",[1] Live,[A] Live,6th,Mun,6th,R4B,v1
2026-02,2026,[02] February,"Gloria, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Kalayaan, Palawan",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Looc, Occidental Mindoro",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Looc, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-02,2026,[02] February,"Lubang, Occidental Mindoro",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-02,2026,[02] February,"Magsaysay, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Mamburao, Occidental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-02,2026,[02] February,"Mansalay, Oriental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-02,2026,[02] February,"Narra, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Naujan, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Paluan, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
