2026-02,2026,[02] February,"Sampaloc, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"San Nicolas, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"San Pascual, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Santa Teresita, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"Siniloan, Laguna",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-02,2026,[02] February,"Tanza, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Alcantara, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"Alcoy, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"Alegria, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-02,2026,[02] February,"Aloguinsan, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-02,2026,[02] February,"Argao, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-02,2026,[02] February,"Balamban, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-02,2026,[02] February,"Catmon, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-02,2026,[02] February,"Cordova, Cebu",[1] Live,[A] Live,3rd,Mun,3rd,R7,v1
2026-02,2026,[02] February,"Corella, Bohol",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"Daanbantayan, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-02,2026,[02] February,"Ginatilan, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"Loay, Bohol",[2] System Setup,[B] Developmental,5th,Mun,5th,R7,
2026-02,2026,[02] February,"Madridejos, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-02,2026,[02] February,"Malabuyoc, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"Pinamungajan, Cebu",[1] Live,[A] Live,2nd,Mun,2nd,R7,v1
2026-02,2026,[02] February,"Poro, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-02,2026,[02] February,"San Remigio, Cebu",[1] Live,[A] Live,3rd,Mun,3rd,R7,v1
2026-02,2026,[02] February,"Sevilla, Bohol",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"Sogod, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-02,2026,[02] February,"Tuburan, Cebu",[1] Live,[A] Live,2nd,Mun,2nd,R7,v1
2026-02,2026,[02] February,"Tudela, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"Albuera, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-02,2026,[02] February,"Anahawan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Balangkayan, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Barugo, Leyte",[4] Withdraw,[D] Withdraw,4th,Mun,4th,R8,
2026-02,2026,[02] February,"Biliran, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Bobon, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Calubian, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Can-Avid, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Catubig, Northern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-02,2026,[02] February,"City of Borongan, Eastern Samar",[1] Live,[A] Live,1st,City,1st,R8,v1
2026-02,2026,[02] February,"City of Catbalogan, Samar",[1] Live,[A] Live,5th,City,5th,R8,v1
2026-02,2026,[02] February,"City of Maasin, Southern Leyte",[1] Live,[A] Live,4th,City,4th,R8,v1
2026-02,2026,[02] February,"Daram, Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-02,2026,[02] February,"Dolores, Eastern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-02,2026,[02] February,"Gamay, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Gandara, Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Guiuan, Eastern Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Hinunangan, Southern Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-02,2026,[02] February,"Hinundayan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Inopacan, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Jiabong, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Kananga, Leyte",[1] Live,[A] Live,1st,Mun,1st,R8,v1
2026-02,2026,[02] February,"Kawayan, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Lapinig, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Lavezares, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Lawaan, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Leyte, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Libagon, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Liloan, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Lope De Vega, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Macrohon, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Mahaplag, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Malitbog, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Matag-Ob, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Matalom, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-02,2026,[02] February,"Maydolong, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Merida, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Motiong, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Naval, Biliran",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Oras, Eastern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-02,2026,[02] February,"Padre Burgos, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Paranas, Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Pastrana, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Pintuyan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Quinapondan, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Salcedo, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"San Antonio, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"San Francisco, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"San Juan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"San Julian, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"San Miguel, Leyte",[4] Withdraw,[D] Withdraw,4th,Mun,4th,R8,
2026-02,2026,[02] February,"San Ricardo, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"San Roque, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Santa Fe, Leyte",[3] With Concerns,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Santa Margarita, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Silago, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Sogod, Southern Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Sulat, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Tabontabon, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Tarangnan, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Tomas Oppus, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Victoria, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Villareal, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Zumarraga, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Aborlan, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Abra De Ilog, Occidental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-02,2026,[02] February,"Alcantara, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Baco, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Banton, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Bongabong, Oriental Mindoro",[2] System Setup,[B] Developmental,1st,Mun,1st,R4B,
2026-02,2026,[02] February,"Brooke'S Point, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Bulalacao, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Busuanga, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Calatrava, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Calintaan, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Coron, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Culion, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Ferrol, Romblon",[1] Live,[A] Live,6th,Mun,6th,R4B,v1
2026-02,2026,[02] February,"Gloria, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Looc, Occidental Mindoro",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Looc, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-02,2026,[02] February,"Lubang, Occidental Mindoro",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-02,2026,[02] February,"Magsaysay, Occidental Mindoro",[2] System Setup,[B] Developmental,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Mamburao, Occidental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-02,2026,[02] February,"Narra, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Naujan, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Pinamalayan, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Quezon, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Rizal, Occidental Mindoro",[2] System Setup,[B] Developmental,3rd,Mun,3rd,R4B,
2026-02,2026,[02] February,"Rizal, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Sablayan, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"San Andres, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"San Fernando, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-02,2026,[02] February,"San Jose, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"San Jose, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"San Teodoro, Oriental Mindoro",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-02,2026,[02] February,"San Vicente, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Santa Cruz, Marinduque",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Santa Cruz, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Santa Fe, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Socorro, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Aguinaldo, Ifugao",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-02,2026,[02] February,"Alfonso Lista, Ifugao",[1] Live,[A] Live,3rd,Mun,3rd,CAR,v1
2026-02,2026,[02] February,"Asipulo, Ifugao",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-02,2026,[02] February,"Banaue, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-02,2026,[02] February,"Bauko, Mountain Province",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-02,2026,[02] February,"Bontoc, Mountain Province",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-02,2026,[02] February,"City of Tabuk, Kalinga",[1] Live,[A] Live,5th,City,5th,CAR,v1
2026-02,2026,[02] February,"Danglas, Abra",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-02,2026,[02] February,"Dolores, Abra",[1] Live,[A] Live,5th,Mun,5th,CAR,with v1 v2
2026-02,2026,[02] February,"Hungduan, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-02,2026,[02] February,"Lamut, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-02,2026,[02] February,"Luna, Apayao",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-02,2026,[02] February,"Mankayan, Benguet",[1] Live,[A] Live,1st,Mun,1st,CAR,v1
2026-02,2026,[02] February,"Mayoyao, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-02,2026,[02] February,"Paracelis, Mountain Province",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-02,2026,[02] February,"Peñarrubia, Abra",[1] Live,[A] Live,6th,Mun,6th,CAR,v1
2026-02,2026,[02] February,"Pudtol, Apayao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-02,2026,[02] February,"Sablan, Benguet",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-02,2026,[02] February,"Santa Marcela, Apayao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-02,2026,[02] February,"Tayum, Abra",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-02,2026,[02] February,"Tinoc, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-02,2026,[02] February,"Tuba, Benguet",[1] Live,[A] Live,1st,Mun,1st,CAR,v1
2026-02,2026,[02] February,"Tublay, Benguet",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-02,2026,[02] February,"Anao, Tarlac",[1] Live,[A] Live,5th,Mun,5th,R3,v1
2026-02,2026,[02] February,"Apalit, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Arayat, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Bacolor, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Baler, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Bongabon, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Botolan, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Bustos, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Camiling, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Casiguran, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Castillejos, Zambales",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"City of Palayan, Nueva Ecija",[2] System Setup,[B] Developmental,5th,City,5th,R3,
2026-02,2026,[02] February,"City of San Jose Del Monte, Bulacan",[1] Live,[A] Live,1st,City,1st,R3,v1
2026-02,2026,[02] February,"Cuyapo, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Dingalan, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Dipaculao, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Floridablanca, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Gabaldon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"General Tinio, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Guagua, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Licab, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Limay, Bataan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Mabalacat City, Pampanga",[1] Live,[A] Live,3rd,City,3rd,R3,v1
2026-02,2026,[02] February,"Macabebe, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Magalang, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Maria Aurora, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Mayantoc, Tarlac",[2] System Setup,[B] Developmental,3rd,Mun,3rd,R3,
2026-02,2026,[02] February,"Mexico, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Minalin, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Morong, Bataan",[2] System Setup,[B] Developmental,3rd,Mun,3rd,R3,v2
2026-02,2026,[02] February,"Obando, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Orani, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Pandi, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Paniqui, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Paombong, Bulacan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Pura, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Quezon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Rizal, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"Samal, Bataan",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"San Antonio, Zambales",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"San Felipe, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"San Ildefonso, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"San Jose, Tarlac",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"San Luis, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-02,2026,[02] February,"San Luis, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"San Manuel, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"San Marcelino, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"San Narciso, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Santa Ignacia, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-02,2026,[02] February,"Santo Domingo, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-02,2026,[02] February,"Subic, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-02,2026,[02] February,"Talugtug, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-02,2026,[02] February,"Aglipay, Quirino",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Alfonso Castaneda, Nueva Vizcaya",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Alicia, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Allacapan, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Ambaguio, Nueva Vizcaya",[1] Live,[A] Live,5th,Mun,5th,R2,v1
2026-02,2026,[02] February,"Amulung, Cagayan",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"Aparri, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Aritao, Nueva Vizcaya",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"Aurora, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-02,2026,[02] February,"Baggao, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Bambang, Nueva Vizcaya",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Benito Soliven, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Burgos, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-02,2026,[02] February,"Cabagan, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Cabarroguis, Quirino",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Camalaniugan, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"City of Ilagan, Isabela",[1] Live,[A] Live,1st,City,1st,R2,v1
2026-02,2026,[02] February,"Diadi, Nueva Vizcaya",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Diffun, Quirino",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"Dinapigue, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Divilacan, Isabela",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"Dupax del Norte, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Echague, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Enrile, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Gamu, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Gattaran, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Jones, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Kasibu, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Kayapa, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Lal-Lo, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Lasam, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Maddela, Quirino",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Mallig, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-02,2026,[02] February,"Nagtipunan, Quirino",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Palanan, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Pamplona, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Peñablanca, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Ramon, Isabela",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"San Agustin, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"San Guillermo, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"San Isidro, Isabela",[1] Live,[A] Live,5th,Mun,5th,R2,with v1 v2
2026-02,2026,[02] February,"San Mariano, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"San Mateo, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-02,2026,[02] February,"Sanchez-Mira, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-02,2026,[02] February,"Santa Ana, Cagayan",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-02,2026,[02] February,"Santa Maria, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Santa Praxedes, Cagayan",[1] Live,[A] Live,5th,Mun,5th,R2,v1
2026-02,2026,[02] February,"Santa Teresita, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Santo Tomas, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-02,2026,[02] February,"Solana, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
