ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,DISTRICT,LEVEL,INCOME CLASS,DICT RO,SORT
[2024-04] 11-023-17-000,2024-04,2024,[04] April,"Island Garden City of Samal, Davao del Norte",[2] Pilot Testing,75%,,,For withdrawal - waiting for formal letter,[B] Developmental,B,11-023-17-000,Island Garden City of Samal,Davao del Norte,Region XI (Davao Region),2nd,City,4th,R11,P
[2024-05] 11-023-17-000,2024-05,2024,[05] May,"Island Garden City of Samal, Davao del Norte",[2] Pilot Testing,75%,,,For withdrawal - waiting for formal letter,[B] Developmental,B,11-023-17-000,Island Garden City of Samal,Davao del Norte,Region XI (Davao Region),2nd,City,4th,R11,P
[2024-06] 11-023-17-000,2024-06,2024,[06] June,"Island Garden City of Samal, Davao del Norte",[2] Pilot Testing,75%,,,For withdrawal - waiting for formal letter,[B] Developmental,B,11-023-17-000,Island Garden City of Samal,Davao del Norte,Region XI (Davao Region),2nd,City,4th,R11,P
[2024-07] 11-023-17-000,2024-07,2024,[07] July,"Island Garden City of Samal, Davao del Norte",[7] To Follow-up,,"For withdrawal - waiting for formal letter
(As per LGU they will use their inhouse system, which they enchanced to make it online)",Sent the LOW template to BPLO/MTO,,[C] For Training/Others,B,11-023-17-000,Island Garden City of Samal,Davao del Norte,Region XI (Davao Region),2nd,City,4th,R11,P
[2024-08] 11-023-17-000,2024-08,2024,[08] August,"Island Garden City of Samal, Davao del Norte",[7] To Follow-up,,"For withdrawal - waiting for formal letter
(As per LGU they will use their inhouse system, which they enchanced to make it online)",Sent the LOW template to BPLO/MTO,,[C] For Training/Others,B,11-023-17-000,Island Garden City of Samal,Davao del Norte,Region XI (Davao Region),2nd,City,4th,R11,P
[2024-09] 11-023-17-000,2024-09,2024,[09] September,"Island Garden City of Samal, Davao del Norte",[7] To Follow-up,,LGU will use their inhouse system,Sent the LOW template to BPLO/MTO,"For withdrawal - waiting for formal letter
(As per LGU they will use their inhouse system, which they enchanced to make it online)",[C] For Training/Others,B,11-023-17-000,Island Garden City of Samal,Davao del Norte,Region XI (Davao Region),2nd,City,4th,R11,P
[2023-12] 11-023-17-000,2023-12,2023,[12] December,"Island Garden City of Samal, Davao del Norte",[2] Pilot Testing,75%,,,,[B] Developmental,B,11-023-17-000,Island Garden City of Samal,Davao del Norte,Region XI (Davao Region),2nd,City,4th,R11,P
[2024-01] 12-065-04-000,2024-01,2024,[01] January,"Isulan, Sultan Kudarat",[1] Operational,,,,,[A] Operational,A,12-065-04-000,Isulan,Sultan Kudarat,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-02] 12-065-04-000,2024-02,2024,[02] February,"Isulan, Sultan Kudarat",[1] Operational,,,,,[A] Operational,A,12-065-04-000,Isulan,Sultan Kudarat,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-03] 12-065-04-000,2024-03,2024,[03] March,"Isulan, Sultan Kudarat",[1] Operational,,,,,[A] Operational,A,12-065-04-000,Isulan,Sultan Kudarat,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-04] 12-065-04-000,2024-04,2024,[04] April,"Isulan, Sultan Kudarat",[1] Operational,,,,,[A] Operational,A,12-065-04-000,Isulan,Sultan Kudarat,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-05] 12-065-04-000,2024-05,2024,[05] May,"Isulan, Sultan Kudarat",[1] Operational,,,,,[A] Operational,A,12-065-04-000,Isulan,Sultan Kudarat,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-06] 12-065-04-000,2024-06,2024,[06] June,"Isulan, Sultan Kudarat",[1] Operational,,,,,[A] Operational,A,12-065-04-000,Isulan,Sultan Kudarat,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-07] 12-065-04-000,2024-07,2024,[07] July,"Isulan, Sultan Kudarat",[1] Operational,,,,,[A] Operational,A,12-065-04-000,Isulan,Sultan Kudarat,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-08] 12-065-04-000,2024-08,2024,[08] August,"Isulan, Sultan Kudarat",[1] Operational,,,,,[A] Operational,A,12-065-04-000,Isulan,Sultan Kudarat,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-09] 12-065-04-000,2024-09,2024,[09] September,"Isulan, Sultan Kudarat",[1] Operational,,,,,[A] Operational,A,12-065-04-000,Isulan,Sultan Kudarat,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2023-12] 12-065-04-000,2023-12,2023,[12] December,"Isulan, Sultan Kudarat",[1] Operational,,,,,[A] Operational,A,12-065-04-000,Isulan,Sultan Kudarat,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-01] 14-011-06-000,2024-01,2024,[01] January,"Itogon, Benguet",[8] Withdraw,,Submitted Reply slip and letter of withdrawal to dicontinue using iBPLS.,,https://drive.google.com/file/d/1h13DYqBUfYQJCefijBW8E8qeBqsM5shG/view?usp=drive_link,[D] Withdraw,B,14-011-06-000,Itogon,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-02] 14-011-06-000,2024-02,2024,[02] February,"Itogon, Benguet",[8] Withdraw,,Submitted Reply slip and letter of withdrawal to dicontinue using iBPLS.,,https://drive.google.com/file/d/1h13DYqBUfYQJCefijBW8E8qeBqsM5shG/view?usp=drive_link,[D] Withdraw,B,14-011-06-000,Itogon,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-03] 14-011-06-000,2024-03,2024,[03] March,"Itogon, Benguet",[8] Withdraw,,Submitted Reply slip and letter of withdrawal to dicontinue using iBPLS.,,,[D] Withdraw,B,14-011-06-000,Itogon,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-04] 14-011-06-000,2024-04,2024,[04] April,"Itogon, Benguet",[8] Withdraw,,Submitted Reply slip and letter of withdrawal to dicontinue using iBPLS.,,https://drive.google.com/file/d/1h13DYqBUfYQJCefijBW8E8qeBqsM5shG/view?usp=drive_link,[D] Withdraw,B,14-011-06-000,Itogon,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-05] 14-011-06-000,2024-05,2024,[05] May,"Itogon, Benguet",[8] Withdraw,,Submitted Reply slip and letter of withdrawal to dicontinue using iBPLS.,,https://drive.google.com/file/d/1h13DYqBUfYQJCefijBW8E8qeBqsM5shG/view?usp=drive_link,[D] Withdraw,B,14-011-06-000,Itogon,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-06] 14-011-06-000,2024-06,2024,[06] June,"Itogon, Benguet",[8] Withdraw,,Submitted Reply slip and letter of withdrawal to dicontinue using iBPLS.,,https://drive.google.com/file/d/1h13DYqBUfYQJCefijBW8E8qeBqsM5shG/view?usp=drive_link,[D] Withdraw,B,14-011-06-000,Itogon,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-07] 14-011-06-000,2024-07,2024,[07] July,"Itogon, Benguet",[8] Withdraw,,Submitted Reply slip and letter of withdrawal to dicontinue using iBPLS.,,https://drive.google.com/file/d/1h13DYqBUfYQJCefijBW8E8qeBqsM5shG/view?usp=drive_link,[D] Withdraw,B,14-011-06-000,Itogon,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-11] 03-049-05-000,2024-11,2024,[11] November,"Carranglan, Nueva Ecija",[8] Withdraw,,,for eLGU Implementation,,[D] Withdraw,B,03-049-05-000,Carranglan,Nueva Ecija,Region III (Central Luzon),2nd,Municipality,1st,R3,E
[2024-09] 14-011-06-000,2024-09,2024,[09] September,"Itogon, Benguet",[8] Withdraw,,Submitted Reply slip and letter of withdrawal to dicontinue using iBPLS.,,https://drive.google.com/file/d/1h13DYqBUfYQJCefijBW8E8qeBqsM5shG/view?usp=drive_link,[D] Withdraw,B,14-011-06-000,Itogon,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2023-12] 14-011-06-000,2023-12,2023,[12] December,"Itogon, Benguet",[8] Withdraw,,Submitted Reply slip and letter of withdrawal to dicontinue using iBPLS.,,https://drive.google.com/file/d/1h13DYqBUfYQJCefijBW8E8qeBqsM5shG/view?usp=drive_link,[D] Withdraw,B,14-011-06-000,Itogon,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,1st,CAR,B
[2024-01] 06-019-05-000,2024-01,2024,[01] January,"Ivisan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-05-000,Ivisan,Capiz,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2024-02] 06-019-05-000,2024-02,2024,[02] February,"Ivisan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-05-000,Ivisan,Capiz,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2024-03] 06-019-05-000,2024-03,2024,[03] March,"Ivisan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-05-000,Ivisan,Capiz,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2024-04] 06-019-05-000,2024-04,2024,[04] April,"Ivisan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-05-000,Ivisan,Capiz,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2024-05] 06-019-05-000,2024-05,2024,[05] May,"Ivisan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-05-000,Ivisan,Capiz,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2024-06] 06-019-05-000,2024-06,2024,[06] June,"Ivisan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-05-000,Ivisan,Capiz,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2024-07] 06-019-05-000,2024-07,2024,[07] July,"Ivisan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-05-000,Ivisan,Capiz,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2024-08] 06-019-05-000,2024-08,2024,[08] August,"Ivisan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-05-000,Ivisan,Capiz,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2024-09] 06-019-05-000,2024-09,2024,[09] September,"Ivisan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-05-000,Ivisan,Capiz,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2023-12] 06-019-05-000,2023-12,2023,[12] December,"Ivisan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-05-000,Ivisan,Capiz,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2024-01] 07-012-25-000,2024-01,2024,[01] January,"Jagna, Bohol",[1] Operational,,,,,[A] Operational,A,07-012-25-000,Jagna,Bohol,Region VII (Central Visayas),3rd ,Municipality,3rd,R7,J
[2024-02] 07-012-25-000,2024-02,2024,[02] February,"Jagna, Bohol",[1] Operational,,,,,[A] Operational,A,07-012-25-000,Jagna,Bohol,Region VII (Central Visayas),3rd ,Municipality,3rd,R7,J
[2024-03] 07-012-25-000,2024-03,2024,[03] March,"Jagna, Bohol",[1] Operational,,,,,[A] Operational,A,07-012-25-000,Jagna,Bohol,Region VII (Central Visayas),3rd ,Municipality,3rd,R7,J
[2024-04] 07-012-25-000,2024-04,2024,[04] April,"Jagna, Bohol",[1] Operational,,,,,[A] Operational,A,07-012-25-000,Jagna,Bohol,Region VII (Central Visayas),3rd ,Municipality,3rd,R7,J
[2024-05] 07-012-25-000,2024-05,2024,[05] May,"Jagna, Bohol",[1] Operational,,,,,[A] Operational,A,07-012-25-000,Jagna,Bohol,Region VII (Central Visayas),3rd ,Municipality,3rd,R7,J
[2024-06] 07-012-25-000,2024-06,2024,[06] June,"Jagna, Bohol",[1] Operational,,,,,[A] Operational,A,07-012-25-000,Jagna,Bohol,Region VII (Central Visayas),3rd ,Municipality,3rd,R7,J
[2024-07] 07-012-25-000,2024-07,2024,[07] July,"Jagna, Bohol",[1] Operational,,,,,[A] Operational,A,07-012-25-000,Jagna,Bohol,Region VII (Central Visayas),3rd ,Municipality,3rd,R7,J
[2024-08] 07-012-25-000,2024-08,2024,[08] August,"Jagna, Bohol",[1] Operational,,,,,[A] Operational,A,07-012-25-000,Jagna,Bohol,Region VII (Central Visayas),3rd ,Municipality,3rd,R7,J
[2024-09] 07-012-25-000,2024-09,2024,[09] September,"Jagna, Bohol",[1] Operational,,,,,[A] Operational,A,07-012-25-000,Jagna,Bohol,Region VII (Central Visayas),3rd ,Municipality,3rd,R7,J
[2023-12] 07-012-25-000,2023-12,2023,[12] December,"Jagna, Bohol",[1] Operational,,,,,[A] Operational,A,07-012-25-000,Jagna,Bohol,Region VII (Central Visayas),3rd ,Municipality,3rd,R7,J
[2024-01] 06-019-06-000,2024-01,2024,[01] January,"Jamindan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-06-000,Jamindan,Capiz,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-02] 06-019-06-000,2024-02,2024,[02] February,"Jamindan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-06-000,Jamindan,Capiz,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-03] 06-019-06-000,2024-03,2024,[03] March,"Jamindan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-06-000,Jamindan,Capiz,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-04] 06-019-06-000,2024-04,2024,[04] April,"Jamindan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-06-000,Jamindan,Capiz,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-05] 06-019-06-000,2024-05,2024,[05] May,"Jamindan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-06-000,Jamindan,Capiz,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-06] 06-019-06-000,2024-06,2024,[06] June,"Jamindan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-06-000,Jamindan,Capiz,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-07] 06-019-06-000,2024-07,2024,[07] July,"Jamindan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-06-000,Jamindan,Capiz,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-08] 06-019-06-000,2024-08,2024,[08] August,"Jamindan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-06-000,Jamindan,Capiz,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-09] 06-019-06-000,2024-09,2024,[09] September,"Jamindan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-06-000,Jamindan,Capiz,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2023-12] 06-019-06-000,2023-12,2023,[12] December,"Jamindan, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-06-000,Jamindan,Capiz,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-01] 06-030-23-000,2024-01,2024,[01] January,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),3rd,Municipality,1st,R6,I
[2024-02] 06-030-23-000,2024-02,2024,[02] February,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),3rd,Municipality,1st,R6,I
[2024-03] 06-030-23-000,2024-03,2024,[03] March,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),3rd,Municipality,1st,R6,I
[2024-04] 06-030-23-000,2024-04,2024,[04] April,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),3rd,Municipality,1st,R6,I
[2024-05] 06-030-23-000,2024-05,2024,[05] May,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),3rd,Municipality,1st,R6,I
[2024-06] 06-030-23-000,2024-06,2024,[06] June,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),3rd,Municipality,1st,R6,I
[2024-07] 06-030-23-000,2024-07,2024,[07] July,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),3rd,Municipality,1st,R6,I
[2024-08] 06-030-23-000,2024-08,2024,[08] August,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),3rd,Municipality,1st,R6,I
[2024-09] 06-030-23-000,2024-09,2024,[09] September,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),3rd,Municipality,1st,R6,I
[2023-12] 06-030-23-000,2023-12,2023,[12] December,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),3rd,Municipality,1st,R6,I
[2024-01] 08-037-23-000,2024-01,2024,[01] January,"Jaro, Leyte",[2] Pilot Testing,100%,Unstable internet in LGU.,Conducted online meeting but LGU's concern is still their internet. They availed a new internet provider but connection set up still ongoing. LGU is interested to avail and no plans to withdraw.,Unstable internet in LGU.Conducted online meeting but LGU's concern is still their internet. They availed a new internet provider but connection set up still ongoing. LGU is interested to avail and no plans to withdraw.,[B] Developmental,B,08-037-23-000,Jaro,Leyte,Region VIII (Eastern Visayas),2nd,Municipality,3rd,R8,K
[2024-02] 08-037-23-000,2024-02,2024,[02] February,"Jaro, Leyte",[2] Pilot Testing,100%,Unstable internet in LGU.,Conducted online meeting but LGU's concern is still their internet. They availed a new internet provider but connection set up still ongoing. LGU is interested to avail and no plans to withdraw.,Unstable internet in LGU.Conducted online meeting but LGU's concern is still their internet. They availed a new internet provider but connection set up still ongoing. LGU is interested to avail and no plans to withdraw.,[B] Developmental,B,08-037-23-000,Jaro,Leyte,Region VIII (Eastern Visayas),2nd,Municipality,3rd,R8,K
[2024-03] 08-037-23-000,2024-03,2024,[03] March,"Jaro, Leyte",[2] Pilot Testing,100%,,For retraining on April. Conducted Data Build Up again.,For retraining on April. Conducted Data Build Up again.,[B] Developmental,B,08-037-23-000,Jaro,Leyte,Region VIII (Eastern Visayas),2nd,Municipality,3rd,R8,K
[2024-04] 08-037-23-000,2024-04,2024,[04] April,"Jaro, Leyte",[2] Pilot Testing,100%,LGU did not accomplish the pre-data build up activity intended for the schedule of the training,Already done with follow up. LGU committed to accomplish this May 2024.,LGU did not accomplish the pre-data build up activity intended for the schedule of the training Already done with follow up. LGU committed to accomplish this May 2024.,[B] Developmental,B,08-037-23-000,Jaro,Leyte,Region VIII (Eastern Visayas),2nd,Municipality,3rd,R8,K
[2024-05] 08-037-23-000,2024-05,2024,[05] May,"Jaro, Leyte",[2] Pilot Testing,100%,LGU did not accomplish the pre-data build up activity intended for the schedule of the training,Already done with follow up. LGU committed to accomplish this May 2024.,LGU did not accomplish the pre-data build up activity intended for the schedule of the training Already done with follow up. LGU committed to accomplish this May 2024.,[B] Developmental,B,08-037-23-000,Jaro,Leyte,Region VIII (Eastern Visayas),2nd,Municipality,3rd,R8,K
[2024-06] 08-037-23-000,2024-06,2024,[06] June,"Jaro, Leyte",[2] Pilot Testing,100%,LGU did not accomplish the pre-data build up activity intended for the schedule of the training,No movement from LGU.,LGU did not accomplish the pre-data build up activity intended for the schedule of the training No movement from LGU.,[B] Developmental,B,08-037-23-000,Jaro,Leyte,Region VIII (Eastern Visayas),2nd,Municipality,3rd,R8,K
[2024-07] 08-037-23-000,2024-07,2024,[07] July,"Jaro, Leyte",[2] Pilot Testing,100%,LGU did not accomplish the pre-data build up activity intended for the schedule of the training,No movement from LGU.,LGU did not accomplish the pre-data build up activity intended for the schedule of the training No movement from LGU.,[B] Developmental,B,08-037-23-000,Jaro,Leyte,Region VIII (Eastern Visayas),2nd,Municipality,3rd,R8,K
[2024-08] 08-037-23-000,2024-08,2024,[08] August,"Jaro, Leyte",[2] Pilot Testing,100%,LGU did not accomplish the pre-data build up activity intended for the schedule of the training,No movement from LGU.,LGU did not accomplish the pre-data build up activity intended for the schedule of the training No movement from LGU.,[B] Developmental,B,08-037-23-000,Jaro,Leyte,Region VIII (Eastern Visayas),2nd,Municipality,3rd,R8,K
[2024-09] 08-037-23-000,2024-09,2024,[09] September,"Jaro, Leyte",[2] Pilot Testing,100%,LGU did not accomplish the pre-data build up activity intended for the schedule of the training,No movement from LGU.,LGU did not accomplish the pre-data build up activity intended for the schedule of the training No movement from LGU.,[B] Developmental,B,08-037-23-000,Jaro,Leyte,Region VIII (Eastern Visayas),2nd,Municipality,3rd,R8,K
[2023-12] 08-037-23-000,2023-12,2023,[12] December,"Jaro, Leyte",[2] Pilot Testing,100%,Unstable internet in LGU.,Conducted online meeting but LGU's concern is still their internet. They availed a new internet provider but connection set up still ongoing. LGU is interested to avail and no plans to withdraw.,Unstable internet in LGU.Conducted online meeting but LGU's concern is still their internet. They availed a new internet provider but connection set up still ongoing. LGU is interested to avail and no plans to withdraw.,[B] Developmental,B,08-037-23-000,Jaro,Leyte,Region VIII (Eastern Visayas),2nd,Municipality,3rd,R8,K
[2024-01] 10-043-11-000,2024-01,2024,[01] January,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,2nd,R10,N
[2024-02] 10-043-11-000,2024-02,2024,[02] February,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,2nd,R10,N
[2024-03] 10-043-11-000,2024-03,2024,[03] March,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,2nd,R10,N
[2024-04] 10-043-11-000,2024-04,2024,[04] April,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,2nd,R10,N
[2024-05] 10-043-11-000,2024-05,2024,[05] May,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,2nd,R10,N
[2024-06] 10-043-11-000,2024-06,2024,[06] June,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,2nd,R10,N
[2024-07] 10-043-11-000,2024-07,2024,[07] July,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,2nd,R10,N
